Wall time,Step,Value
1617251857.7609358,5,0.006931839045137167
1617251874.801363,15,0.003964842297136784
1617251879.9435086,18,0.003758426057174802
1617251890.0378716,24,0.003373101120814681
1617251921.3267977,40,0.0028016995638608932
1617251925.556148,42,0.002751265885308385
1617251930.4556258,44,0.002715122187510133
1617251933.1037428,45,0.002667915541678667
1617251938.0902793,47,0.00263308291323483
1617251952.324466,53,0.0025246664881706238
1617251954.3278277,54,0.002482424024492502
1617251958.9893687,56,0.00244816648773849
1617251981.1953058,65,0.002319436287507415
1617251995.4810152,71,0.002233466599136591
1617251997.810564,72,0.0022292109206318855
1617251999.7470627,73,0.0021924276370555162
1617252002.063985,74,0.0021868967451155186
1617252014.7665162,79,0.0021181285846978426
1617252043.040027,87,0.0020317842718213797
1617252067.5888193,94,0.0019852505065500736
1617252094.0453281,102,0.0018884812016040087
1617252104.4789681,105,0.0018648940604180098
1617252107.2755816,106,0.0018561732722446322
1617252131.2491312,113,0.0018018430564552546
1617252148.3608267,118,0.0017659938894212246
1617252175.1336722,126,0.0016977651976048946
1617252185.718199,129,0.0016753380186855793
1617252188.524469,130,0.0016620727255940437
1617252219.9630702,139,0.001601190771907568
1617252226.6866267,141,0.0015971495304256678
1617252229.8553112,142,0.0015937109710648656
1617252257.6255083,150,0.0015260539948940277
1617252274.5818884,155,0.0015050744405016303
1617252284.7232032,158,0.0014831710141152143
1617252315.1432211,167,0.0014262598706409335
1617252318.550567,168,0.00142812286503613
1617252349.5579212,177,0.0013584758853539824
1617252353.189087,178,0.0013751443475484848
1617252370.49806,183,0.0013398299925029278
1617252377.4587834,185,0.0013285177992656827
1617252380.5137837,186,0.001313423621468246
1617252394.8044527,190,0.0013062676880508661
1617252421.18283,198,0.0012717192294076085
1617252449.0483348,206,0.0012137355515733361
1617252452.3766148,207,0.001219847472384572
1617252455.7537313,208,0.0012106661451980472
1617252469.4231536,212,0.0012006586184725165
1617252506.340374,223,0.001132210367359221
1617252527.047183,229,0.0011073381174355745
1617252544.5173314,234,0.0010804712073877454
1617252555.0885496,237,0.0010617448715493083
1617252595.6198077,249,0.0010130861774086952
1617252616.0835056,255,0.0009802603162825108
1617252633.302191,260,0.000975088682025671
1617252643.284213,263,0.0009703750838525593
1617252657.2018971,267,0.0009408800979144871
1617252670.8758533,271,0.0009413318475708365
1617252677.2583532,273,0.00091809022706002
1617252741.8055553,292,0.0008692900300957263
1617252758.4553242,297,0.0008645318448543549
1617252762.0128448,298,0.0008512630593031645
1617252779.0801785,303,0.0008421883685514331
1617252793.0173197,307,0.0008310437551699579
1617252796.4692914,308,0.0008213581750169396
1617252803.4602695,310,0.000832417281344533
1617252830.3798978,318,0.0008017595391720533
1617252833.812976,319,0.0008081066189333797
1617252854.4683886,325,0.000810857571195811
1617252857.894323,326,0.000816536252386868
1617252861.357914,327,0.000799034081865102
1617252871.5848877,330,0.0007923720986582339
1617252902.3510673,339,0.0007613582420162857
1617252929.7780807,347,0.0007580001838505268
1617252984.8774798,363,0.0007294509559869766
1617252998.3787088,367,0.0007267590262927115
1617253018.846656,373,0.0007256384124048054
1617253032.9703426,377,0.0007336296839639544
1617253039.2073803,379,0.0007290900102816522
1617253079.1752048,391,0.0007054801099002361
1617253082.6383336,392,0.0007046336540952325
1617253137.4657197,408,0.0006643117521889508
1617253182.52431,421,0.0006740856333635747
1617253186.1062784,422,0.0006604064838029444
1617253192.7503202,424,0.0006570267141796649
1617253213.2626576,430,0.000667292217258364
1617253244.3145149,439,0.0006487107020802796
1617253251.0389876,441,0.0006384322769008577
1617253254.8579752,442,0.0006324186106212437
1617253264.4738905,445,0.000645974010694772
1617253285.2822003,451,0.0006332530174404383
1617253315.8596685,460,0.0006267901626415551
1617253326.5012722,463,0.0006160614429973066
1617253329.9963722,464,0.0006221052026376128
1617253360.6564484,473,0.0006025211187079549
1617253363.643363,474,0.0006085149361751974
1617253415.8522356,489,0.0006034289835952222
1617253422.1353042,491,0.0006004453753121197
1617253429.051825,493,0.0005916942027397454
1617253478.896815,507,0.0005833833711221814
1617253500.356905,512,0.0005936527741141617
1617253508.7673287,514,0.0005916025838814676
1617253521.2195323,517,0.0005706481169909239
1617253555.1268702,525,0.0005669590318575501
1617253581.04766,531,0.000571022043004632
1617253590.013051,533,0.0005582018638961017
1617253601.3664944,536,0.0005621705786325037
1617253621.6790657,542,0.0005551750655286014
1617253639.8487868,547,0.0005526426248252392
1617253677.543606,557,0.000541101791895926
1617253684.0496826,559,0.0005407938151620328
1617253698.1303442,563,0.0005438621155917645
1617253720.0911539,569,0.0005385099211707711
1617253736.436128,573,0.0005351071013137698
1617253740.3941703,574,0.0005334613379091024
1617253763.0947077,579,0.0005339071503840387
1617253772.26016,581,0.0005552978836931288
1617253775.3819656,582,0.0005458486848510802
1617253784.3867292,584,0.0005401926464401186
1617253793.2503614,586,0.0005265187355689704
1617253797.8774147,587,0.0005260264733806252
1617253819.738594,592,0.0005289385444484651
1617253824.2206054,593,0.0005240650498308241
1617253864.4068365,602,0.0005133303347975016
1617253890.6468854,608,0.0005156674305908382
1617253899.4312737,610,0.0005111199570819736
1617253921.408247,615,0.0005018275696784258
1617253943.2782192,620,0.0005242801271378994
1617253952.1971657,622,0.0005148584605194628
1617254006.418197,634,0.0004929783754050732
1617254036.9939435,641,0.0004978737561032176
